Group,,Calculated Quantities,,,,,,,Geometry Calculations,,,User Categorised Properties
Unit Type,,Length,Length,Length,Area,Area,Volume,Area,Numeric,Numeric,Numeric,Text
Unit,,m,m,m,m2,m2,m3,m2,Ea.,Ea.,Ea.,
Owner ID,Property Owner Type,Bounding Box Height,Bounding Box Length,Bounding Box Width,Calculated Gross Area,Calculated Surface Area,Calculated Volume,Largest Projected Area,Max Z,Min Z,Triangle Count,Target Category
be7baa1b-5bcd-339b-0000-000000003114,Element,0.33,10,0.93,24.86,24.86,1.60,0,178.21,177.88,20,SLAB
be7baa1b-5bcd-339b-0000-00000000311e,Element,0.32,10,0.24,9.20,9.20,0.53,0,178.24,177.92,16,SLAB
be7baa1b-5bcd-339b-0000-000000003128,Element,0.33,10,0.68,19.36,19.36,1.11,0,177.98,177.66,20,SLAB
be7baa1b-5bcd-339b-0000-00000000312e,Element,0.43,25,0.24,22.83,22.83,1.33,0,178.05,177.61,36,SLAB
be7baa1b-5bcd-339b-0000-000000003132,Element,0.44,25,0.68,48.07,48.07,2.79,0,177.79,177.35,44,SLAB
be7baa1b-5bcd-339b-0000-00000000313c,Element,1.28,20,1.24,135.18,135.18,7.78,0,178.19,176.92,60,SLAB
be7baa1b-5bcd-339b-0000-000000003141,Element,0.44,25,0.93,61.67,61.67,4.00,0,178.01,177.57,44,SLAB
be7baa1b-5bcd-339b-0000-000000003152,Element,0.44,25,0.93,61.66,61.66,4.00,0,177.82,177.38,44,SLAB
be7baa1b-5bcd-339b-0000-00000000315e,Element,0.44,25,0.68,48.06,48.06,2.79,0,177.6,177.15,44,SLAB
be7baa1b-5bcd-339b-0000-000000003162,Element,0.43,25,0.24,22.83,22.83,1.34,0,177.85,177.42,36,SLAB
be7baa1b-5bcd-339b-0000-000000003169,Element,1.31,25,1.24,168.77,168.77,9.72,0,177.22,175.91,60,SLAB
be7baa1b-5bcd-339b-0000-00000000316e,Element,1.6,25.03,1.56,168.87,168.87,9.72,0,177.03,175.43,124,SLAB
be7baa1b-5bcd-339b-0000-000000003175,Element,0.43,25,0.24,22.83,22.83,1.34,0,177.66,177.23,36,SLAB
be7baa1b-5bcd-339b-0000-000000003179,Element,0.44,25,0.68,48.07,48.07,2.79,0,177.4,176.96,44,SLAB
be7baa1b-5bcd-339b-0000-000000003185,Element,0.44,25,0.93,61.67,61.67,4.00,0,177.63,177.18,44,SLAB
be7baa1b-5bcd-339b-0000-000000003196,Element,0.44,25,0.93,61.66,61.66,4.00,0,177.43,176.99,92,SLAB
be7baa1b-5bcd-339b-0000-0000000031a2,Element,0.44,25,0.68,48.06,48.06,2.79,0,177.21,176.77,92,SLAB
be7baa1b-5bcd-339b-0000-0000000031a6,Element,0.43,25,0.24,22.83,22.83,1.34,0,177.47,177.04,76,SLAB
be7baa1b-5bcd-339b-0000-0000000031ad,Element,2.32,25.12,1.43,169.10,169.10,9.72,0,176.56,174.23,124,SLAB
be7baa1b-5bcd-339b-0000-0000000031b2,Element,1.65,25.03,1.75,169.01,169.01,9.72,0,175.35,173.71,108,SLAB
be7baa1b-5bcd-339b-0000-0000000031b9,Element,0.4,25,0.24,22.83,22.83,1.33,0,177.28,176.87,66,SLAB
be7baa1b-5bcd-339b-0000-0000000031bd,Element,0.41,25,0.68,48.06,48.06,2.79,0,177.02,176.61,80,SLAB
be7baa1b-5bcd-339b-0000-0000000031c9,Element,0.41,25,0.93,61.67,61.67,4.00,0,177.24,176.83,80,SLAB
be7baa1b-5bcd-339b-0000-0000000031da,Element,0.38,25,0.93,61.67,61.67,4.00,0,177.08,176.7,80,SLAB
be7baa1b-5bcd-339b-0000-0000000031e6,Element,0.38,25,0.68,48.06,48.06,2.79,0,176.86,176.48,80,SLAB
be7baa1b-5bcd-339b-0000-0000000031ea,Element,0.37,25,0.24,22.83,22.83,1.33,0,177.11,176.74,66,SLAB
be7baa1b-5bcd-339b-0000-0000000031f1,Element,2.35,25.14,1.91,169.31,169.31,9.72,0,174.83,172.48,108,SLAB
be7baa1b-5bcd-339b-0000-0000000031f8,Element,2.05,25.04,2.38,169.69,169.69,9.72,0,173.93,171.88,92,SLAB
be7baa1b-5bcd-339b-0000-0000000031ff,Element,0.34,25,0.24,22.83,22.83,1.33,0,176.98,176.65,56,SLAB
be7baa1b-5bcd-339b-0000-000000003203,Element,0.35,25,0.68,48.06,48.06,2.79,0,176.73,176.38,68,SLAB
be7baa1b-5bcd-339b-0000-00000000320f,Element,0.35,25,0.93,61.66,61.66,4.00,0,176.95,176.6,68,SLAB
be7baa1b-5bcd-339b-0000-000000003220,Element,0.32,25,0.93,61.67,61.67,4.00,0,176.85,176.54,92,SLAB
be7baa1b-5bcd-339b-0000-00000000322c,Element,0.32,25,0.68,48.07,48.07,2.79,0,176.63,176.31,92,SLAB
be7baa1b-5bcd-339b-0000-000000003230,Element,0.31,25,0.24,22.83,22.83,1.34,0,176.89,176.58,76,SLAB
be7baa1b-5bcd-339b-0000-000000003237,Element,1.43,25.03,1.41,168.84,168.84,9.72,0,174.04,172.61,124,SLAB
be7baa1b-5bcd-339b-0000-00000000323e,Element,1.57,25,1.85,168.95,168.95,9.72,0,174.02,172.45,108,SLAB
be7baa1b-5bcd-339b-0000-000000003245,Element,0.28,25,0.24,22.83,22.83,1.34,0,176.82,176.54,66,SLAB
be7baa1b-5bcd-339b-0000-000000003249,Element,0.29,25,0.68,48.06,48.06,2.79,0,176.56,176.27,80,SLAB
be7baa1b-5bcd-339b-0000-000000003255,Element,0.29,25,0.93,61.67,61.67,4.00,0,176.79,176.5,80,SLAB
be7baa1b-5bcd-339b-0000-000000003266,Element,0.26,25,0.93,61.67,61.67,4.00,0,176.75,176.49,152,SLAB
be7baa1b-5bcd-339b-0000-000000003272,Element,0.26,25,0.68,48.06,48.06,2.79,0,176.52,176.27,152,SLAB
be7baa1b-5bcd-339b-0000-000000003276,Element,0.25,25,0.24,22.83,22.83,1.34,0,176.78,176.53,126,SLAB
be7baa1b-5bcd-339b-0000-00000000327d,Element,1.44,25.02,1.51,168.86,168.86,9.72,0,173.93,172.49,204,SLAB
be7baa1b-5bcd-339b-0000-000000003284,Element,1.4,25.01,1.63,169.04,169.04,9.72,0,173.67,172.27,220,SLAB
be7baa1b-5bcd-339b-0000-00000000328b,Element,0.27,25,0.24,22.83,22.83,1.33,0,176.8,176.54,136,SLAB
be7baa1b-5bcd-339b-0000-00000000328f,Element,0.28,25,0.68,48.06,48.06,2.79,0,176.54,176.27,164,SLAB
be7baa1b-5bcd-339b-0000-00000000329b,Element,0.28,25,0.93,61.67,61.67,4.00,0,176.77,176.49,164,SLAB
be7baa1b-5bcd-339b-0000-0000000032ac,Element,0.31,25,0.93,61.67,61.67,4.00,0,176.83,176.52,80,SLAB
be7baa1b-5bcd-339b-0000-0000000032b8,Element,0.31,25,0.68,48.06,48.06,2.79,0,176.6,176.29,80,SLAB
be7baa1b-5bcd-339b-0000-0000000032bc,Element,0.3,25,0.24,22.83,22.83,1.33,0,176.86,176.56,66,SLAB
be7baa1b-5bcd-339b-0000-0000000032c3,Element,1.61,25.05,1.66,169.01,169.01,9.72,0,173.67,172.06,108,SLAB
be7baa1b-5bcd-339b-0000-0000000032ca,Element,1.54,25.02,1.83,169.10,169.10,9.72,0,173.18,171.64,108,SLAB
be7baa1b-5bcd-339b-0000-0000000032d1,Element,0.33,25,0.24,22.83,22.83,1.33,0,176.95,176.62,66,SLAB
be7baa1b-5bcd-339b-0000-0000000032d5,Element,0.34,25,0.68,48.06,48.06,2.79,0,176.69,176.35,80,SLAB
be7baa1b-5bcd-339b-0000-0000000032e1,Element,0.34,25,0.93,61.66,61.66,4.00,0,176.91,176.58,80,SLAB
be7baa1b-5bcd-339b-0000-0000000032f2,Element,0.37,25,0.93,61.67,61.67,4.00,0,177.03,176.66,68,SLAB
be7baa1b-5bcd-339b-0000-0000000032fe,Element,0.37,25,0.68,48.06,48.06,2.79,0,176.81,176.44,68,SLAB
be7baa1b-5bcd-339b-0000-000000003302,Element,0.36,25,0.24,22.83,22.83,1.33,0,177.07,176.71,56,SLAB
be7baa1b-5bcd-339b-0000-000000003309,Element,1.39,25,1.50,168.84,168.84,9.72,0,173,171.61,92,SLAB
be7baa1b-5bcd-339b-0000-000000003311,Element,1.4,25.04,1.42,168.85,168.85,9.72,0,172.95,171.55,124,SLAB
be7baa1b-5bcd-339b-0000-000000003318,Element,0.39,25,0.24,22.83,22.83,1.34,0,177.22,176.83,68,SLAB
be7baa1b-5bcd-339b-0000-00000000331c,Element,0.4,25,0.68,48.06,48.06,2.79,0,176.96,176.56,90,SLAB
be7baa1b-5bcd-339b-0000-000000003328,Element,0.4,25,0.93,61.67,61.67,4.00,0,177.18,176.78,90,SLAB
be7baa1b-5bcd-339b-0000-000000003339,Element,0.4,25,0.93,61.67,61.67,4.00,0,177.34,176.93,40,SLAB
be7baa1b-5bcd-339b-0000-000000003345,Element,0.4,25,0.68,48.06,48.06,2.79,0,177.11,176.71,40,SLAB
be7baa1b-5bcd-339b-0000-000000003349,Element,0.39,25,0.24,22.83,22.83,1.34,0,177.37,176.98,20,SLAB
be7baa1b-5bcd-339b-0000-00000000334f,Element,2.58,25.23,2.10,169.71,169.71,9.72,0,172.67,170.09,124,SLAB
be7baa1b-5bcd-339b-0000-000000003356,Element,1.59,25.02,1.66,168.97,168.97,9.72,0,171.55,169.96,108,SLAB
be7baa1b-5bcd-339b-0000-00000000335c,Element,0.39,25,0.24,22.83,22.83,1.34,0,177.53,177.13,20,SLAB
be7baa1b-5bcd-339b-0000-000000003360,Element,0.4,25,0.68,48.06,48.06,2.79,0,177.27,176.86,40,SLAB
be7baa1b-5bcd-339b-0000-00000000336c,Element,0.4,25,0.93,61.67,61.67,4.00,0,177.49,177.09,40,SLAB
be7baa1b-5bcd-339b-0000-00000000337f,Element,0.4,25,0.93,61.67,61.67,4.00,0,177.65,177.24,40,SLAB
be7baa1b-5bcd-339b-0000-00000000338b,Element,0.4,25,0.68,48.06,48.06,2.79,0,177.42,177.02,40,SLAB
be7baa1b-5bcd-339b-0000-00000000338f,Element,0.39,25,0.24,22.83,22.83,1.34,0,177.68,177.29,20,SLAB
be7baa1b-5bcd-339b-0000-000000003395,Element,1.75,25.03,1.67,168.95,168.95,9.72,0,171.92,170.16,108,SLAB
be7baa1b-5bcd-339b-0000-00000000339c,Element,1.34,25,1.54,168.87,168.87,9.72,0,172,170.66,108,SLAB
be7baa1b-5bcd-339b-0000-0000000033a2,Element,0.39,25,0.24,22.83,22.83,1.34,0,177.84,177.44,20,SLAB
be7baa1b-5bcd-339b-0000-0000000033a6,Element,0.4,25,0.68,48.06,48.06,2.79,0,177.58,177.17,40,SLAB
be7baa1b-5bcd-339b-0000-0000000033b2,Element,0.4,25,0.93,61.66,61.66,4.00,0,177.8,177.4,40,SLAB
be7baa1b-5bcd-339b-0000-0000000033c5,Element,0.4,25,0.93,61.66,61.66,4.00,0,177.96,177.55,50,SLAB
be7baa1b-5bcd-339b-0000-0000000033d1,Element,0.4,25,0.68,48.06,48.06,2.79,0,177.73,177.33,50,SLAB
be7baa1b-5bcd-339b-0000-0000000033d5,Element,0.39,25,0.24,22.83,22.83,1.33,0,177.99,177.6,22,SLAB
be7baa1b-5bcd-339b-0000-0000000033db,Element,1.36,25.02,1.51,168.82,168.82,9.72,0,171.93,170.56,108,SLAB
be7baa1b-5bcd-339b-0000-0000000033e2,Element,1.74,25.08,1.42,168.93,168.93,9.72,0,171.82,170.08,92,SLAB
be7baa1b-5bcd-339b-0000-0000000033e8,Element,0.39,25,0.24,22.83,22.83,1.33,0,178.15,177.75,18,SLAB
be7baa1b-5bcd-339b-0000-0000000033ec,Element,0.4,25,0.68,48.06,48.06,2.79,0,177.89,177.48,30,SLAB
be7baa1b-5bcd-339b-0000-0000000033f8,Element,0.4,25,0.93,61.66,61.66,4.00,0,178.11,177.71,30,SLAB
be7baa1b-5bcd-339b-0000-00000000340b,Element,0.4,25,0.93,61.67,61.67,4.00,0,178.26,177.86,92,SLAB
be7baa1b-5bcd-339b-0000-000000003417,Element,0.4,25,0.68,48.07,48.07,2.79,0,178.04,177.64,92,SLAB
be7baa1b-5bcd-339b-0000-00000000341b,Element,0.39,25,0.24,22.83,22.83,1.34,0,178.29,177.91,76,SLAB
be7baa1b-5bcd-339b-0000-000000003421,Element,2.71,25.26,1.43,169.53,169.53,9.72,0,171.2,168.49,140,SLAB
be7baa1b-5bcd-339b-0000-000000003428,Element,1.8,25.09,1.48,168.99,168.99,9.72,0,169.61,167.81,92,SLAB
be7baa1b-5bcd-339b-0000-00000000342e,Element,0.37,25,0.24,22.83,22.83,1.34,0,178.42,178.05,56,SLAB
be7baa1b-5bcd-339b-0000-000000003432,Element,0.38,25,0.68,48.06,48.06,2.79,0,178.16,177.79,68,SLAB
be7baa1b-5bcd-339b-0000-00000000343e,Element,0.38,25,0.93,61.67,61.67,4.00,0,178.39,178.01,68,SLAB
be7baa1b-5bcd-339b-0000-000000003451,Element,0.35,25,0.93,61.67,61.67,4.00,0,178.49,178.14,92,SLAB
be7baa1b-5bcd-339b-0000-00000000345d,Element,0.35,25,0.68,48.06,48.06,2.79,0,178.26,177.91,92,SLAB
be7baa1b-5bcd-339b-0000-000000003461,Element,0.34,25,0.24,22.83,22.83,1.34,0,178.52,178.18,76,SLAB
be7baa1b-5bcd-339b-0000-000000003467,Element,1.69,25.06,1.50,168.92,168.92,9.72,0,169.02,167.34,124,SLAB
be7baa1b-5bcd-339b-0000-00000000346e,Element,1.75,25.04,1.97,169.10,169.10,9.72,0,168.46,166.71,108,SLAB
be7baa1b-5bcd-339b-0000-000000003474,Element,0.32,25,0.24,22.83,22.83,1.33,0,178.6,178.28,66,SLAB
be7baa1b-5bcd-339b-0000-000000003478,Element,0.33,25,0.68,48.06,48.06,2.79,0,178.34,178.01,80,SLAB
be7baa1b-5bcd-339b-0000-000000003484,Element,0.33,25,0.93,61.66,61.66,4.00,0,178.57,178.24,80,SLAB
be7baa1b-5bcd-339b-0000-000000003497,Element,0.31,25,0.93,61.67,61.67,4.00,0,178.63,178.32,92,SLAB
be7baa1b-5bcd-339b-0000-0000000034a3,Element,0.35,25,0.68,48.06,48.06,2.79,0,178.45,178.09,92,SLAB
be7baa1b-5bcd-339b-0000-0000000034a7,Element,0.3,25,0.24,22.83,22.83,1.34,0,178.66,178.36,76,SLAB
be7baa1b-5bcd-339b-0000-0000000034ad,Element,2.47,25.18,1.30,169.18,169.18,9.72,0,169.45,166.98,132,SLAB
be7baa1b-5bcd-339b-0000-0000000034b4,Element,1.76,25.02,1.91,168.81,168.81,9.71,0,170.1,168.33,134,SLAB
be7baa1b-5bcd-339b-0000-0000000034ba,Element,0.28,25,0.24,22.83,22.83,1.34,0,178.7,178.42,66,SLAB
be7baa1b-5bcd-339b-0000-0000000034be,Element,0.39,25.02,0.68,48.09,48.09,2.79,0,178.59,178.2,86,SLAB
be7baa1b-5bcd-339b-0000-0000000034ca,Element,0.29,25,0.93,61.66,61.66,4.00,0,178.66,178.38,80,SLAB
be7baa1b-5bcd-339b-0000-0000000034dd,Element,0.26,25,0.94,61.66,61.66,4.00,0,178.68,178.41,80,SLAB
be7baa1b-5bcd-339b-0000-0000000034e9,Element,0.37,25.04,0.69,48.12,48.12,2.79,0,178.71,178.34,106,SLAB
be7baa1b-5bcd-339b-0000-0000000034ed,Element,0.25,25,0.25,22.84,22.84,1.34,0,178.71,178.46,66,SLAB
be7baa1b-5bcd-339b-0000-0000000034f3,Element,3.93,25.5,2.78,171.85,171.85,9.69,0,172.68,168.75,144,SLAB
be7baa1b-5bcd-339b-0000-0000000034fa,Element,1.23,2.34,1.24,15.82,15.82,0.87,0,172.78,171.56,52,SLAB
be7baa1b-5bcd-339b-0000-000000003500,Element,0.24,2.24,0.24,2.14,2.14,0.12,0,178.71,178.47,26,SLAB
be7baa1b-5bcd-339b-0000-000000003504,Element,0.26,2.24,0.68,4.52,4.52,0.25,0,178.72,178.46,38,SLAB
be7baa1b-5bcd-339b-0000-000000003510,Element,0.25,2.24,0.93,5.82,5.82,0.36,0,178.68,178.43,32,SLAB
be7baa1b-5bcd-339b-0000-000000003520,Element,0.28,25,0.95,61.65,61.65,4.00,0,178.67,178.39,106,SLAB
be7baa1b-5bcd-339b-0000-000000003525,Element,0.28,25.01,0.95,61.68,61.68,4.00,0,178.67,178.39,106,SLAB
be7baa1b-5bcd-339b-0000-000000003529,Element,0.32,25.07,0.70,48.19,48.19,2.80,0,178.88,178.55,112,SLAB
be7baa1b-5bcd-339b-0000-000000003533,Element,2.76,25.16,1.53,168.79,168.79,9.67,0,175.16,172.4,164,SLAB
be7baa1b-5bcd-339b-0000-000000003537,Element,0.39,24.93,0.70,47.93,47.93,2.78,0,178.61,178.23,114,SLAB
be7baa1b-5bcd-339b-0000-000000003548,Element,0.34,14.95,0.69,28.83,28.83,1.67,0,178.48,178.14,62,SLAB
be7baa1b-5bcd-339b-0000-00000000354c,Element,1.35,14.97,1.35,101.08,101.08,5.80,0,175.38,174.03,76,SLAB
be7baa1b-5bcd-339b-0000-000000003556,Element,0.28,15.05,0.69,29.02,29.02,1.68,0,178.91,178.63,56,SLAB
be7baa1b-5bcd-339b-0000-00000000355a,Element,0.28,15.01,0.94,37.14,37.14,2.40,0,178.64,178.36,56,SLAB
be7baa1b-5bcd-339b-0000-00000000355f,Element,0.28,15,0.94,37.12,37.12,2.40,0,178.64,178.36,56,SLAB
be7baa1b-5bcd-339b-0000-000000003571,Element,0.31,24.76,0.27,22.61,22.61,1.32,0,178.62,178.3,66,SLAB
be7baa1b-5bcd-339b-0000-000000003576,Element,0.32,24.78,0.95,61.12,61.12,3.96,0,178.59,178.26,100,SLAB
be7baa1b-5bcd-339b-0000-000000003578,Element,2.08,24.71,2.25,167.30,167.30,9.57,0,176.62,174.54,134,SLAB
be7baa1b-5bcd-339b-0000-00000000357c,Element,0.32,24.67,0.71,47.43,47.43,2.75,0,178.36,178.04,88,SLAB
be7baa1b-5bcd-339b-0000-000000003580,Element,0.32,24.88,0.70,47.82,47.82,2.77,0,178.89,178.56,88,SLAB
be7baa1b-5bcd-339b-0000-0000000019fb,Element,0.04,5,0.15,0.75,0.75,0.00,0,179.38,179.34,2,SLAB
be7baa1b-5bcd-339b-0000-0000000019fc,Element,0.04,5,0.15,0.75,0.75,0.00,0,179.38,179.34,2,SLAB
be7baa1b-5bcd-339b-0000-0000000019fd,Element,0.19,5,0.03,0.76,0.76,0.00,0,179.38,179.19,2,SLAB
be7baa1b-5bcd-339b-0000-0000000019fe,Element,0.19,5,0.03,0.77,0.77,0.00,0,179.38,179.19,2,SLAB
be7baa1b-5bcd-339b-0000-0000000019ff,Element,0.07,5.02,0.50,2.53,2.53,0.00,0,179.27,179.19,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a00,Element,0.08,5.02,0.50,2.53,2.53,0.00,0,179.3,179.23,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a08,Element,0.04,5,0.15,0.75,0.75,0.00,0,179.53,179.5,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a09,Element,0.04,5,0.15,0.75,0.75,0.00,0,179.53,179.5,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a0a,Element,0.19,5,0.03,0.77,0.77,0.00,0,179.53,179.35,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a0b,Element,0.19,5,0.03,0.76,0.76,0.00,0,179.53,179.35,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a0c,Element,0.11,5.02,0.50,2.53,2.53,0.00,0,179.46,179.35,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a14,Element,0.04,5,0.15,0.75,0.75,0.00,0,181.16,181.12,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a15,Element,0.04,5,0.15,0.75,0.75,0.00,0,181.16,181.12,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a16,Element,0.19,5,0.03,0.76,0.76,0.00,0,181.16,180.97,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a17,Element,0.19,5,0.03,0.76,0.76,0.00,0,181.16,180.97,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a18,Element,0.07,5.03,0.50,2.53,2.53,0.00,0,181.05,180.97,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a19,Element,0.07,5.03,0.50,2.53,2.53,0.00,0,181.09,181.01,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a20,Element,0.04,5,0.15,0.75,0.75,0.00,0,181.63,181.59,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a21,Element,0.04,5,0.15,0.75,0.75,0.00,0,181.63,181.59,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a22,Element,0.15,5,0.03,0.76,0.76,0.00,0,181.63,181.48,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a23,Element,0.15,5,0.03,0.77,0.77,0.00,0,181.59,181.44,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a24,Element,0.07,5.02,0.50,2.53,2.53,0.00,0,181.51,181.44,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a25,Element,0.07,5.02,0.50,2.53,2.53,0.00,0,181.55,181.48,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a35,Element,0.04,5,0.15,0.75,0.75,0.00,0,183.33,183.29,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a36,Element,0.04,5,0.15,0.75,0.75,0.00,0,183.33,183.29,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a37,Element,0.19,5,0.03,0.76,0.76,0.00,0,183.33,183.14,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a38,Element,0.19,5,0.03,0.76,0.76,0.00,0,183.33,183.14,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a39,Element,0.07,5.02,0.50,2.53,2.53,0.00,0,183.21,183.14,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a3a,Element,0.07,5.02,0.50,2.53,2.53,0.00,0,183.25,183.18,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a42,Element,0.07,9.99,0.15,1.50,1.50,0.00,0,183.62,183.55,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a43,Element,0.22,9.99,0.03,1.53,1.53,0.00,0,183.62,183.4,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a44,Element,0.22,9.99,0.03,1.53,1.53,0.00,0,183.62,183.4,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a45,Element,0.15,10,0.50,5.05,5.05,0.00,0,183.54,183.4,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a46,Element,0.07,5,0.25,1.26,1.26,0.00,0,183.54,183.47,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a4d,Element,0.03,9.97,0.15,1.50,1.50,0.00,0,183.99,183.96,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a4e,Element,0.03,9.97,0.15,1.50,1.50,0.00,0,183.99,183.96,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a4f,Element,0.18,9.97,0.03,1.52,1.52,0.00,0,183.99,183.81,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a50,Element,0.18,9.97,0.03,1.52,1.52,0.00,0,183.99,183.81,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a51,Element,0.07,9.98,0.50,5.04,5.04,0.00,0,183.89,183.81,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a52,Element,0.07,4.98,0.50,3.78,3.78,0.00,0,183.92,183.84,4,SLAB
be7baa1b-5bcd-339b-0000-000000001a63,Element,0.06,4.97,0.15,0.75,0.75,0.00,0,182.7,182.64,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a64,Element,0.06,4.97,0.15,0.75,0.75,0.00,0,182.7,182.64,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a65,Element,0.15,4.97,0.03,0.76,0.76,0.00,0,182.7,182.55,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a66,Element,0.15,4.97,0.03,0.76,0.76,0.00,0,182.64,182.49,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a67,Element,0.14,4.99,0.50,2.51,2.51,0.00,0,182.62,182.49,2,SLAB
be7baa1b-5bcd-339b-0000-000000001a68,Element,0.14,4.97,0.50,2.51,2.51,0.00,0,182.62,182.49,2,SLAB
be7baa1b-5bcd-339b-0000-000000002d1b,Element,0.04,4.99,0.25,1.26,1.26,0.00,0,183.9,183.86,2,SLAB
be7baa1b-5bcd-339b-0000-000000002d7b,Element,0.11,4.99,0.50,3.79,3.79,0.00,0,183.51,183.4,4,SLAB
be7baa1b-5bcd-339b-0000-00000000302a,Element,0.11,5.02,0.50,2.53,2.53,0.00,0,179.46,179.35,2,SLAB
a327ab58-8b35-eff0-0000-000000000099,Element,0.33,9.82,0.69,19.00,19.00,1.09,0,169.36,169.02,168,SLAB
a327ab58-8b35-eff0-0000-0000000000a4,Element,0.38,10,1.01,24.49,24.49,1.22,0,170.11,169.73,386,SLAB
a327ab58-8b35-eff0-0000-0000000000a5,Element,0.4,10,1.01,25.30,25.30,1.12,0,170.03,169.63,292,SLAB
a327ab58-8b35-eff0-0000-0000000000a9,Element,0.73,9.81,0.92,39.16,39.16,2.84,0,169.32,168.59,212,SLAB
a327ab58-8b35-eff0-0000-0000000000af,Element,0.33,9.91,0.94,24.63,24.63,1.58,0,169.77,169.44,168,SLAB
a327ab58-8b35-eff0-0000-0000000000bd,Element,0.32,9.89,0.25,9.10,9.10,0.53,0,169.8,169.48,126,SLAB
a327ab58-8b35-eff0-0000-0000000000d7,Element,0.29,4.96,0.68,9.71,9.71,0.55,0,167.26,166.97,50,SLAB
a327ab58-8b35-eff0-0000-0000000000e0,Element,0.38,10.1,1.01,24.74,24.74,1.23,0,168.44,168.05,138,SLAB
a327ab58-8b35-eff0-0000-0000000000e1,Element,0.4,10.1,1.01,25.55,25.55,1.13,0,168.36,167.95,68,SLAB
a327ab58-8b35-eff0-0000-0000000000e5,Element,0.43,15.15,1.02,36.98,36.98,1.85,0,168.23,167.8,224,SLAB
a327ab58-8b35-eff0-0000-0000000000e6,Element,0.45,15.15,1.02,38.22,38.22,1.70,0,168.15,167.7,118,SLAB
a327ab58-8b35-eff0-0000-0000000000eb,Element,0.69,4.95,0.91,20.07,20.07,1.44,0,167.23,166.53,52,SLAB
a327ab58-8b35-eff0-0000-0000000000ef,Element,0.33,9.91,0.69,19.19,19.19,1.11,0,167.18,166.84,44,SLAB
a327ab58-8b35-eff0-0000-0000000000fa,Element,0.27,1.98,0.68,4.02,4.02,0.22,0,166,165.73,38,SLAB
a327ab58-8b35-eff0-0000-000000000103,Element,0.27,2,0.93,5.23,5.23,0.32,0,166.41,166.15,38,SLAB
a327ab58-8b35-eff0-0000-000000000110,Element,0.26,2,0.24,1.92,1.92,0.11,0,166.45,166.19,44,SLAB
a327ab58-8b35-eff0-0000-00000000012a,Element,0.41,19.26,0.68,37.08,37.08,2.15,0,164.68,164.27,88,SLAB
a327ab58-8b35-eff0-0000-000000000134,Element,0.41,19.26,0.93,47.58,47.58,3.08,0,164.95,164.53,56,SLAB
a327ab58-8b35-eff0-0000-000000000143,Element,0.4,19.26,0.24,17.61,17.61,1.03,0,164.98,164.58,46,SLAB
a327ab58-8b35-eff0-0000-00000000014c,Element,0.3,5.74,0.93,14.41,14.41,0.92,0,164.78,164.49,56,SLAB
a327ab58-8b35-eff0-0000-00000000015f,Element,0.29,5.74,0.24,5.32,5.32,0.31,0,164.82,164.53,46,SLAB
a327ab58-8b35-eff0-0000-00000000016a,Element,0.3,5.74,0.68,11.21,11.21,0.64,0,164.52,164.22,64,SLAB
a327ab58-8b35-eff0-0000-000000000173,Element,0.35,11.87,0.93,29.44,29.44,1.90,0,164.11,163.76,44,SLAB
