Group,,Calculated Quantities,,,,,,,Geometry Calculations,,,User Categorised Properties
Unit Type,,Length,Length,Length,Area,Area,Volume,Area,Numeric,Numeric,Numeric,Text
Unit,,m,m,m,m2,m2,m3,m2,Ea.,Ea.,Ea.,
Owner ID,Property Owner Type,Bounding Box Height,Bounding Box Length,Bounding Box Width,Calculated Gross Area,Calculated Surface Area,Calculated Volume,Largest Projected Area,Max Z,Min Z,Triangle Count,Target Category
bf59237f-3ed1-a946-0000-00000000246c,Element,1.34,24.96,10.58,539.79,539.79,65.14,0,153.96,152.62,72,ROAD
bf59237f-3ed1-a946-0000-00000000246d,Element,1.14,24.96,8.08,411.50,411.50,39.76,0,154.16,153.02,72,ROAD
bf59237f-3ed1-a946-0000-00000000246e,Element,1.01,24.96,8.08,402.96,402.96,13.91,0,154.23,153.22,72,ROAD
bf59237f-3ed1-a946-0000-00000000246f,Element,1.01,24.96,8.08,402.96,402.96,13.92,0,154.3,153.29,72,ROAD
bf59237f-3ed1-a946-0000-000000002470,Element,0.98,24.96,8.08,400.99,400.99,7.95,0,154.34,153.36,72,ROAD
bf59237f-3ed1-a946-0000-000000002475,Element,0.7,25.04,1.36,71.01,71.01,5.81,0,154.12,153.42,82,ROAD
bf59237f-3ed1-a946-0000-000000002476,Element,0.84,25.04,1.59,87.95,87.95,10.58,0,153.96,153.12,120,ROAD
bf59237f-3ed1-a946-0000-00000000247a,Element,0.88,25.33,2.58,141.75,141.75,17.08,0,154.86,153.98,72,ROAD
bf59237f-3ed1-a946-0000-00000000247b,Element,1.14,25.26,8.08,416.49,416.49,40.24,0,154.64,153.5,72,ROAD
bf59237f-3ed1-a946-0000-00000000247c,Element,0.68,25.33,2.58,130.63,130.63,4.43,0,154.93,154.25,72,ROAD
bf59237f-3ed1-a946-0000-00000000247d,Element,1.01,25.26,8.08,407.87,407.87,14.09,0,154.71,153.7,72,ROAD
bf59237f-3ed1-a946-0000-00000000247e,Element,0.65,25.33,2.58,128.96,128.96,2.53,0,154.97,154.32,72,ROAD
bf59237f-3ed1-a946-0000-00000000247f,Element,1.01,25.26,8.08,407.87,407.87,14.09,0,154.78,153.77,72,ROAD
bf59237f-3ed1-a946-0000-000000002480,Element,0.98,25.26,8.08,405.88,405.88,8.05,0,154.82,153.84,72,ROAD
bf59237f-3ed1-a946-0000-000000002487,Element,0.82,24.96,0.32,30.31,30.31,2.17,0,154.52,153.7,90,ROAD
bf59237f-3ed1-a946-0000-00000000248a,Element,1.13,24.67,0.94,72.77,72.77,10.47,0,154.14,153.01,108,ROAD
bf59237f-3ed1-a946-0000-00000000248e,Element,0.87,24.74,2.58,138.43,138.43,16.67,0,154.2,153.33,64,ROAD
bf59237f-3ed1-a946-0000-00000000248f,Element,0.68,24.74,2.58,127.55,127.55,4.32,0,154.27,153.6,64,ROAD
bf59237f-3ed1-a946-0000-000000002490,Element,0.64,24.74,2.58,125.92,125.92,2.47,0,154.31,153.67,64,ROAD
bf59237f-3ed1-a946-0000-000000002491,Element,1.33,24.96,10.58,539.72,539.72,65.13,0,154.41,153.08,64,ROAD
bf59237f-3ed1-a946-0000-000000002492,Element,1.13,24.96,8.08,411.47,411.47,39.75,0,154.61,153.48,64,ROAD
bf59237f-3ed1-a946-0000-000000002493,Element,1,24.96,8.08,402.93,402.93,13.91,0,154.68,153.68,64,ROAD
bf59237f-3ed1-a946-0000-000000002494,Element,1,24.96,8.08,402.93,402.93,13.91,0,154.75,153.75,64,ROAD
bf59237f-3ed1-a946-0000-000000002495,Element,0.97,24.96,8.08,400.95,400.95,7.95,0,154.79,153.82,64,ROAD
bf59237f-3ed1-a946-0000-00000000249a,Element,0.7,25.04,1.36,71.01,71.01,5.81,0,154.58,153.88,74,ROAD
bf59237f-3ed1-a946-0000-00000000249b,Element,0.84,25.04,1.59,87.94,87.94,10.58,0,154.41,153.57,108,ROAD
bf59237f-3ed1-a946-0000-00000000249f,Element,0.87,25.33,2.58,141.73,141.73,17.07,0,155.31,154.44,64,ROAD
bf59237f-3ed1-a946-0000-0000000024a0,Element,1.13,25.26,8.08,416.45,416.45,40.24,0,155.09,153.96,64,ROAD
bf59237f-3ed1-a946-0000-0000000024a1,Element,0.67,25.33,2.58,130.61,130.61,4.43,0,155.38,154.71,64,ROAD
bf59237f-3ed1-a946-0000-0000000024a2,Element,1,25.26,8.08,407.83,407.83,14.08,0,155.16,154.16,64,ROAD
bf59237f-3ed1-a946-0000-0000000024a3,Element,0.64,25.33,2.58,128.94,128.94,2.53,0,155.42,154.78,64,ROAD
bf59237f-3ed1-a946-0000-0000000024a4,Element,1,25.26,8.08,407.83,407.83,14.08,0,155.23,154.23,64,ROAD
bf59237f-3ed1-a946-0000-0000000024a5,Element,0.97,25.26,8.08,405.84,405.84,8.05,0,155.27,154.3,64,ROAD
bf59237f-3ed1-a946-0000-0000000024ac,Element,0.82,24.96,0.32,30.28,30.28,2.17,0,154.98,154.15,92,ROAD
bf59237f-3ed1-a946-0000-0000000024af,Element,1.13,24.67,0.94,72.77,72.77,10.47,0,154.59,153.46,120,ROAD
bf59237f-3ed1-a946-0000-0000000024b3,Element,0.88,24.74,2.58,138.45,138.45,16.67,0,154.66,153.78,72,ROAD
bf59237f-3ed1-a946-0000-0000000024b4,Element,0.68,24.74,2.58,127.57,127.57,4.32,0,154.73,154.05,72,ROAD
bf59237f-3ed1-a946-0000-0000000024b5,Element,0.65,24.74,2.58,125.94,125.94,2.47,0,154.77,154.12,72,ROAD
bf59237f-3ed1-a946-0000-0000000024b6,Element,1.34,24.96,10.58,539.77,539.77,65.14,0,154.87,153.53,72,ROAD
bf59237f-3ed1-a946-0000-0000000024b7,Element,1.14,24.96,8.08,411.48,411.48,39.76,0,155.07,153.93,72,ROAD
bf59237f-3ed1-a946-0000-0000000024b8,Element,1.01,24.96,8.08,402.94,402.94,13.92,0,155.14,154.13,72,ROAD
bf59237f-3ed1-a946-0000-0000000024b9,Element,1.01,24.96,8.08,402.94,402.94,13.91,0,155.21,154.2,72,ROAD
bf59237f-3ed1-a946-0000-0000000024ba,Element,0.98,24.96,8.08,400.97,400.97,7.95,0,155.25,154.27,72,ROAD
bf59237f-3ed1-a946-0000-0000000024bf,Element,0.7,25.04,1.36,71.01,71.01,5.81,0,155.03,154.33,82,ROAD
bf59237f-3ed1-a946-0000-0000000024c0,Element,0.84,25.04,1.59,87.95,87.95,10.58,0,154.87,154.03,120,ROAD
bf59237f-3ed1-a946-0000-0000000024c4,Element,0.88,25.33,2.58,141.74,141.74,17.08,0,155.77,154.89,72,ROAD
bf59237f-3ed1-a946-0000-0000000024c5,Element,1.14,25.26,8.08,416.48,416.48,40.24,0,155.55,154.41,72,ROAD
bf59237f-3ed1-a946-0000-0000000024c6,Element,0.68,25.33,2.58,130.62,130.62,4.43,0,155.84,155.16,72,ROAD
bf59237f-3ed1-a946-0000-0000000024c7,Element,1.01,25.26,8.08,407.86,407.86,14.09,0,155.62,154.61,72,ROAD
bf59237f-3ed1-a946-0000-0000000024c8,Element,0.65,25.33,2.58,128.96,128.96,2.53,0,155.88,155.23,72,ROAD
bf59237f-3ed1-a946-0000-0000000024c9,Element,1.01,25.26,8.08,407.86,407.86,14.08,0,155.69,154.68,72,ROAD
bf59237f-3ed1-a946-0000-0000000024ca,Element,0.98,25.26,8.08,405.87,405.87,8.05,0,155.73,154.75,72,ROAD
bf59237f-3ed1-a946-0000-0000000024d1,Element,0.82,24.97,0.32,30.23,30.23,2.16,0,155.43,154.61,134,ROAD
bf59237f-3ed1-a946-0000-0000000024d5,Element,0.7,2.52,0.00,2.37,2.37,0.00,0,156.23,155.53,12,ROAD
bf59237f-3ed1-a946-0000-0000000024d6,Element,0.32,4.01,1.27,11.75,11.75,0.93,0,155.48,155.17,32,ROAD
bf59237f-3ed1-a946-0000-0000000024d7,Element,0.45,4.01,1.51,14.78,14.78,1.69,0,155.32,154.86,46,ROAD
bf59237f-3ed1-a946-0000-0000000024db,Element,0.95,10.5,4.05,92.07,92.07,10.58,0,155.95,155,24,ROAD
bf59237f-3ed1-a946-0000-0000000024dc,Element,0.49,4.05,2.50,23.81,23.81,2.73,0,156.22,155.73,24,ROAD
bf59237f-3ed1-a946-0000-0000000024dd,Element,0.75,8,4.04,69.33,69.33,6.44,0,156,155.25,24,ROAD
bf59237f-3ed1-a946-0000-0000000024de,Element,0.29,4.05,2.50,21.19,21.19,0.71,0,156.29,156,24,ROAD
bf59237f-3ed1-a946-0000-0000000024df,Element,0.62,8,4.04,66.20,66.20,2.25,0,156.07,155.45,24,ROAD
bf59237f-3ed1-a946-0000-0000000024e0,Element,0.26,4.05,2.50,20.80,20.80,0.40,0,156.33,156.07,24,ROAD
bf59237f-3ed1-a946-0000-0000000024e1,Element,0.62,8,4.04,66.20,66.20,2.25,0,156.14,155.52,24,ROAD
bf59237f-3ed1-a946-0000-0000000024e2,Element,0.59,8,4.04,65.48,65.48,1.29,0,156.18,155.59,24,ROAD
bf59237f-3ed1-a946-0000-0000000024e5,Element,0.75,3.95,0.86,12.36,12.36,1.68,0,155.04,154.3,40,ROAD
bf59237f-3ed1-a946-0000-0000000024e9,Element,0.49,3.96,2.50,23.29,23.29,2.67,0,155.11,154.62,24,ROAD
bf59237f-3ed1-a946-0000-0000000024ea,Element,0.29,3.96,2.50,20.71,20.71,0.69,0,155.18,154.89,24,ROAD
bf59237f-3ed1-a946-0000-0000000024eb,Element,0.26,3.96,2.50,20.32,20.32,0.40,0,155.22,154.96,24,ROAD
bf59237f-3ed1-a946-0000-0000000024ec,Element,0.95,10.5,3.99,90.79,90.79,10.42,0,155.32,154.37,24,ROAD
bf59237f-3ed1-a946-0000-0000000024ed,Element,0.75,8,3.99,68.54,68.54,6.36,0,155.52,154.77,24,ROAD
bf59237f-3ed1-a946-0000-0000000024ee,Element,0.62,8,3.99,65.42,65.42,2.23,0,155.59,154.97,24,ROAD
bf59237f-3ed1-a946-0000-0000000024ef,Element,0.62,8,3.99,65.42,65.42,2.23,0,155.66,155.04,24,ROAD
bf59237f-3ed1-a946-0000-0000000024f0,Element,0.59,8,3.99,64.70,64.70,1.27,0,155.7,155.11,24,ROAD
bf59237f-3ed1-a946-0000-0000000024f5,Element,0.8,24.96,0.32,30.17,30.17,2.15,0,155.86,155.06,100,ROAD
bf59237f-3ed1-a946-0000-0000000024f9,Element,1.13,25.4,2.60,150.04,150.04,30.07,0,156.66,155.53,82,ROAD
bf59237f-3ed1-a946-0000-0000000024fa,Element,0.68,25.04,1.36,71.01,71.01,5.81,0,155.92,155.24,88,ROAD
bf59237f-3ed1-a946-0000-0000000024fb,Element,0.82,25.04,1.59,87.95,87.95,10.58,0,155.75,154.93,126,ROAD
bf59237f-3ed1-a946-0000-0000000024ff,Element,1.31,25.33,10.58,547.78,547.78,66.11,0,156.38,155.07,72,ROAD
bf59237f-3ed1-a946-0000-000000002500,Element,0.85,25.33,2.58,141.74,141.74,17.07,0,156.65,155.8,72,ROAD
bf59237f-3ed1-a946-0000-000000002501,Element,1.11,25.26,8.08,416.48,416.48,40.24,0,156.43,155.32,72,ROAD
bf59237f-3ed1-a946-0000-000000002502,Element,0.65,25.33,2.58,130.62,130.62,4.43,0,156.72,156.07,72,ROAD
bf59237f-3ed1-a946-0000-000000002503,Element,0.98,25.26,8.08,407.86,407.86,14.09,0,156.5,155.52,72,ROAD
bf59237f-3ed1-a946-0000-000000002504,Element,0.62,25.33,2.58,128.95,128.95,2.53,0,156.76,156.14,72,ROAD
bf59237f-3ed1-a946-0000-000000002505,Element,0.98,25.26,8.08,407.86,407.86,14.08,0,156.57,155.59,72,ROAD
bf59237f-3ed1-a946-0000-000000002506,Element,0.95,25.26,8.08,405.87,405.87,8.05,0,156.61,155.66,72,ROAD
bf59237f-3ed1-a946-0000-000000002509,Element,1.11,24.67,0.94,72.77,72.77,10.47,0,155.47,154.37,120,ROAD
bf59237f-3ed1-a946-0000-00000000250d,Element,0.85,24.74,2.58,138.45,138.45,16.67,0,155.54,154.69,72,ROAD
bf59237f-3ed1-a946-0000-00000000250e,Element,0.65,24.74,2.58,127.56,127.56,4.32,0,155.61,154.96,72,ROAD
bf59237f-3ed1-a946-0000-00000000250f,Element,0.62,24.74,2.58,125.93,125.93,2.47,0,155.65,155.03,72,ROAD
bf59237f-3ed1-a946-0000-000000002510,Element,1.31,24.96,10.58,539.76,539.76,65.14,0,155.75,154.44,72,ROAD
bf59237f-3ed1-a946-0000-000000002511,Element,1.11,24.96,8.08,411.48,411.48,39.76,0,155.95,154.84,72,ROAD
bf59237f-3ed1-a946-0000-000000002512,Element,0.98,24.96,8.08,402.94,402.94,13.91,0,156.02,155.04,72,ROAD
bf59237f-3ed1-a946-0000-000000002513,Element,0.98,24.96,8.08,402.94,402.94,13.92,0,156.09,155.11,72,ROAD
bf59237f-3ed1-a946-0000-000000002514,Element,0.95,24.96,8.08,400.97,400.97,7.95,0,156.13,155.18,72,ROAD
bf59237f-3ed1-a946-0000-000000002519,Element,0.78,24.97,0.32,30.11,30.11,2.14,0,156.27,155.49,100,ROAD
bf59237f-3ed1-a946-0000-00000000251d,Element,1.11,25.4,2.60,150.04,150.04,30.07,0,157.07,155.96,82,ROAD
bf59237f-3ed1-a946-0000-00000000251e,Element,0.66,25.04,1.36,71.01,71.01,5.81,0,156.33,155.67,88,ROAD
bf59237f-3ed1-a946-0000-00000000251f,Element,0.79,25.04,1.59,87.95,87.95,10.58,0,156.16,155.37,120,ROAD
bf59237f-3ed1-a946-0000-000000002523,Element,1.29,25.33,10.58,547.78,547.78,66.11,0,156.79,155.5,72,ROAD
bf59237f-3ed1-a946-0000-000000002524,Element,0.83,25.33,2.58,141.74,141.74,17.08,0,157.06,156.23,72,ROAD
bf59237f-3ed1-a946-0000-000000002525,Element,1.09,25.26,8.08,416.47,416.47,40.24,0,156.84,155.75,72,ROAD
bf59237f-3ed1-a946-0000-000000002526,Element,0.63,25.33,2.58,130.62,130.62,4.43,0,157.13,156.5,72,ROAD
bf59237f-3ed1-a946-0000-000000002527,Element,0.96,25.26,8.08,407.85,407.85,14.08,0,156.91,155.95,72,ROAD
bf59237f-3ed1-a946-0000-000000002528,Element,0.6,25.33,2.58,128.95,128.95,2.53,0,157.17,156.57,72,ROAD
bf59237f-3ed1-a946-0000-000000002529,Element,0.96,25.26,8.08,407.85,407.85,14.09,0,156.98,156.02,72,ROAD
bf59237f-3ed1-a946-0000-00000000252a,Element,0.93,25.26,8.08,405.86,405.86,8.05,0,157.02,156.09,72,ROAD
bf59237f-3ed1-a946-0000-00000000252d,Element,1.09,24.67,0.94,72.77,72.77,10.47,0,155.89,154.8,120,ROAD
bf59237f-3ed1-a946-0000-000000002531,Element,0.83,24.74,2.58,138.45,138.45,16.68,0,155.95,155.12,72,ROAD
bf59237f-3ed1-a946-0000-000000002532,Element,0.63,24.74,2.58,127.57,127.57,4.32,0,156.02,155.39,72,ROAD
bf59237f-3ed1-a946-0000-000000002533,Element,0.6,24.74,2.58,125.94,125.94,2.47,0,156.06,155.46,72,ROAD
bf59237f-3ed1-a946-0000-000000002534,Element,1.29,24.96,10.58,539.77,539.77,65.14,0,156.16,154.87,72,ROAD
bf59237f-3ed1-a946-0000-000000002535,Element,1.09,24.96,8.08,411.49,411.49,39.76,0,156.36,155.27,72,ROAD
bf59237f-3ed1-a946-0000-000000002536,Element,0.96,24.96,8.08,402.95,402.95,13.92,0,156.43,155.47,72,ROAD
bf59237f-3ed1-a946-0000-000000002537,Element,0.96,24.96,8.08,402.95,402.95,13.92,0,156.5,155.54,72,ROAD
bf59237f-3ed1-a946-0000-000000002538,Element,0.93,24.96,8.08,400.97,400.97,7.95,0,156.54,155.61,72,ROAD
bf59237f-3ed1-a946-0000-00000000253d,Element,0.76,24.96,0.32,30.03,30.03,2.12,0,156.66,155.9,96,ROAD
bf59237f-3ed1-a946-0000-000000002541,Element,1.09,25.4,2.60,150.03,150.03,30.07,0,157.46,156.37,82,ROAD
bf59237f-3ed1-a946-0000-000000002542,Element,0.63,25.04,1.36,71.01,71.01,5.81,0,156.72,156.08,88,ROAD
bf59237f-3ed1-a946-0000-000000002543,Element,0.77,25.04,1.59,87.94,87.94,10.58,0,156.55,155.78,120,ROAD
bf59237f-3ed1-a946-0000-000000002547,Element,1.27,25.33,10.58,547.75,547.75,66.11,0,157.18,155.91,72,ROAD
bf59237f-3ed1-a946-0000-000000002548,Element,0.81,25.33,2.58,141.73,141.73,17.08,0,157.45,156.64,72,ROAD
bf59237f-3ed1-a946-0000-000000002549,Element,1.07,25.26,8.08,416.45,416.45,40.24,0,157.23,156.16,72,ROAD
bf59237f-3ed1-a946-0000-00000000254a,Element,0.61,25.33,2.58,130.61,130.61,4.43,0,157.52,156.91,72,ROAD
bf59237f-3ed1-a946-0000-00000000254b,Element,0.94,25.26,8.08,407.83,407.83,14.08,0,157.3,156.36,72,ROAD
bf59237f-3ed1-a946-0000-00000000254c,Element,0.58,25.33,2.58,128.95,128.95,2.53,0,157.56,156.98,72,ROAD
bf59237f-3ed1-a946-0000-00000000254d,Element,0.94,25.26,8.08,407.83,407.83,14.08,0,157.37,156.43,72,ROAD
bf59237f-3ed1-a946-0000-00000000254e,Element,0.91,25.26,8.08,405.84,405.84,8.05,0,157.41,156.5,72,ROAD
bf59237f-3ed1-a946-0000-000000002551,Element,1.07,24.67,0.94,72.77,72.77,10.47,0,156.28,155.21,120,ROAD
bf59237f-3ed1-a946-0000-000000002555,Element,0.81,24.74,2.58,138.44,138.44,16.67,0,156.34,155.53,72,ROAD
bf59237f-3ed1-a946-0000-000000002556,Element,0.61,24.74,2.58,127.55,127.55,4.32,0,156.41,155.8,78,ROAD
bf59237f-3ed1-a946-0000-000000002557,Element,0.58,24.74,2.58,125.92,125.92,2.47,0,156.45,155.87,72,ROAD
bf59237f-3ed1-a946-0000-000000002558,Element,1.27,24.96,10.58,539.72,539.72,65.13,0,156.55,155.28,72,ROAD
bf59237f-3ed1-a946-0000-000000002559,Element,1.07,24.96,8.08,411.46,411.46,39.76,0,156.75,155.68,72,ROAD
bf59237f-3ed1-a946-0000-00000000255a,Element,0.94,24.96,8.08,402.92,402.92,13.91,0,156.82,155.88,72,ROAD
bf59237f-3ed1-a946-0000-00000000255b,Element,0.94,24.96,8.08,402.92,402.92,13.91,0,156.89,155.95,72,ROAD
bf59237f-3ed1-a946-0000-00000000255c,Element,0.91,24.96,8.08,400.95,400.95,7.95,0,156.93,156.02,72,ROAD
bf59237f-3ed1-a946-0000-000000002561,Element,0.74,24.96,0.31,29.95,29.95,2.11,0,157.03,156.29,96,ROAD
bf59237f-3ed1-a946-0000-000000002565,Element,1.07,25.4,2.60,150.03,150.03,30.07,0,157.83,156.76,82,ROAD
bf59237f-3ed1-a946-0000-000000002566,Element,0.61,25.04,1.36,71.00,71.00,5.81,0,157.09,156.47,88,ROAD
bf59237f-3ed1-a946-0000-000000002567,Element,0.75,25.04,1.59,87.94,87.94,10.58,0,156.92,156.17,120,ROAD
bf59237f-3ed1-a946-0000-00000000256b,Element,1.25,25.33,10.58,547.76,547.76,66.11,0,157.55,156.3,72,ROAD
bf59237f-3ed1-a946-0000-00000000256c,Element,0.79,25.33,2.58,141.73,141.73,17.08,0,157.82,157.03,72,ROAD
bf59237f-3ed1-a946-0000-00000000256d,Element,1.05,25.26,8.08,416.45,416.45,40.24,0,157.6,156.55,72,ROAD
bf59237f-3ed1-a946-0000-00000000256e,Element,0.59,25.33,2.58,130.62,130.62,4.43,0,157.89,157.3,72,ROAD
bf59237f-3ed1-a946-0000-00000000256f,Element,0.92,25.26,8.08,407.83,407.83,14.08,0,157.67,156.75,72,ROAD
bf59237f-3ed1-a946-0000-000000002570,Element,0.56,25.33,2.58,128.95,128.95,2.53,0,157.93,157.37,72,ROAD
bf59237f-3ed1-a946-0000-000000002571,Element,0.92,25.26,8.08,407.83,407.83,14.08,0,157.74,156.82,72,ROAD
bf59237f-3ed1-a946-0000-000000002572,Element,0.89,25.26,8.08,405.84,405.84,8.05,0,157.78,156.89,72,ROAD
bf59237f-3ed1-a946-0000-000000002575,Element,1.04,24.67,0.94,72.77,72.77,10.47,0,156.65,155.6,120,ROAD
bf59237f-3ed1-a946-0000-000000002579,Element,0.79,24.74,2.58,138.44,138.44,16.67,0,156.71,155.92,72,ROAD
bf59237f-3ed1-a946-0000-00000000257a,Element,0.59,24.74,2.58,127.56,127.56,4.32,0,156.78,156.19,78,ROAD
bf59237f-3ed1-a946-0000-00000000257b,Element,0.56,24.74,2.58,125.93,125.93,2.47,0,156.82,156.26,72,ROAD
bf59237f-3ed1-a946-0000-00000000257c,Element,1.25,24.96,10.58,539.74,539.74,65.14,0,156.92,155.67,72,ROAD
bf59237f-3ed1-a946-0000-00000000257d,Element,1.05,24.96,8.08,411.47,411.47,39.76,0,157.12,156.07,72,ROAD
bf59237f-3ed1-a946-0000-00000000257e,Element,0.92,24.96,8.08,402.93,402.93,13.91,0,157.19,156.27,72,ROAD
bf59237f-3ed1-a946-0000-00000000257f,Element,0.92,24.96,8.08,402.93,402.93,13.91,0,157.26,156.34,72,ROAD
bf59237f-3ed1-a946-0000-000000002580,Element,0.89,24.96,8.08,400.96,400.96,7.95,0,157.3,156.41,72,ROAD
bf59237f-3ed1-a946-0000-000000002585,Element,0.72,24.96,0.31,29.86,29.86,2.09,0,157.38,156.66,96,ROAD
bf59237f-3ed1-a946-0000-000000002589,Element,1.05,25.4,2.60,150.04,150.04,30.07,0,158.18,157.13,82,ROAD
bf59237f-3ed1-a946-0000-00000000258a,Element,0.59,25.04,1.36,71.01,71.01,5.81,0,157.44,156.84,88,ROAD
bf59237f-3ed1-a946-0000-00000000258b,Element,0.73,25.04,1.59,87.94,87.94,10.58,0,157.27,156.54,120,ROAD
bf59237f-3ed1-a946-0000-00000000258f,Element,1.23,25.33,10.58,547.77,547.77,66.11,0,157.9,156.67,72,ROAD
bf59237f-3ed1-a946-0000-000000002590,Element,0.77,25.33,2.58,141.74,141.74,17.08,0,158.17,157.4,72,ROAD
bf59237f-3ed1-a946-0000-000000002591,Element,1.03,25.26,8.08,416.45,416.45,40.24,0,157.95,156.92,72,ROAD
bf59237f-3ed1-a946-0000-000000002592,Element,0.57,25.33,2.58,130.62,130.62,4.43,0,158.24,157.67,72,ROAD
bf59237f-3ed1-a946-0000-000000002593,Element,0.9,25.26,8.08,407.83,407.83,14.09,0,158.02,157.12,72,ROAD
bf59237f-3ed1-a946-0000-000000002594,Element,0.54,25.33,2.58,128.95,128.95,2.53,0,158.28,157.74,72,ROAD
bf59237f-3ed1-a946-0000-000000002595,Element,0.9,25.26,8.08,407.83,407.83,14.08,0,158.09,157.19,72,ROAD
bf59237f-3ed1-a946-0000-000000002596,Element,0.87,25.26,8.08,405.84,405.84,8.05,0,158.13,157.26,72,ROAD
bf59237f-3ed1-a946-0000-000000002599,Element,1.02,24.67,0.94,72.77,72.77,10.47,0,156.99,155.97,126,ROAD
bf59237f-3ed1-a946-0000-00000000259d,Element,0.77,24.74,2.58,138.44,138.44,16.67,0,157.06,156.29,72,ROAD
bf59237f-3ed1-a946-0000-00000000259e,Element,0.57,24.74,2.58,127.56,127.56,4.32,0,157.13,156.56,72,ROAD
bf59237f-3ed1-a946-0000-00000000259f,Element,0.54,24.74,2.58,125.92,125.92,2.47,0,157.17,156.63,72,ROAD
bf59237f-3ed1-a946-0000-0000000025a0,Element,1.23,24.96,10.58,539.73,539.73,65.14,0,157.27,156.04,72,ROAD
bf59237f-3ed1-a946-0000-0000000025a1,Element,1.03,24.96,8.08,411.46,411.46,39.76,0,157.47,156.44,72,ROAD
bf59237f-3ed1-a946-0000-0000000025a2,Element,0.9,24.96,8.08,402.92,402.92,13.92,0,157.54,156.64,72,ROAD
bf59237f-3ed1-a946-0000-0000000025a3,Element,0.9,24.96,8.08,402.92,402.92,13.91,0,157.61,156.71,72,ROAD
bf59237f-3ed1-a946-0000-0000000025a4,Element,0.87,24.96,8.08,400.95,400.95,7.95,0,157.65,156.78,72,ROAD
bf59237f-3ed1-a946-0000-0000000025a9,Element,0.7,24.96,0.31,29.76,29.76,2.07,0,157.71,157.01,96,ROAD
bf59237f-3ed1-a946-0000-0000000025ad,Element,1.03,25.4,2.60,150.03,150.03,30.07,0,158.51,157.48,82,ROAD
bf59237f-3ed1-a946-0000-0000000025ae,Element,0.57,25.04,1.36,71.01,71.01,5.81,0,157.76,157.19,82,ROAD
bf59237f-3ed1-a946-0000-0000000025af,Element,0.71,25.04,1.59,87.94,87.94,10.58,0,157.6,156.89,120,ROAD
bf59237f-3ed1-a946-0000-0000000025b3,Element,1.21,25.33,10.58,547.74,547.74,66.11,0,158.23,157.02,72,ROAD
bf59237f-3ed1-a946-0000-0000000025b4,Element,0.75,25.33,2.58,141.73,141.73,17.08,0,158.5,157.75,72,ROAD
bf59237f-3ed1-a946-0000-0000000025b5,Element,1.01,25.26,8.08,416.44,416.44,40.24,0,158.28,157.27,72,ROAD
bf59237f-3ed1-a946-0000-0000000025b6,Element,0.55,25.33,2.58,130.61,130.61,4.43,0,158.57,158.02,72,ROAD
bf59237f-3ed1-a946-0000-0000000025b7,Element,0.88,25.26,8.08,407.82,407.82,14.08,0,158.35,157.47,72,ROAD
bf59237f-3ed1-a946-0000-0000000025b8,Element,0.52,25.33,2.58,128.95,128.95,2.53,0,158.61,158.09,72,ROAD
bf59237f-3ed1-a946-0000-0000000025b9,Element,0.88,25.26,8.08,407.82,407.82,14.08,0,158.42,157.54,72,ROAD
bf59237f-3ed1-a946-0000-0000000025ba,Element,0.85,25.26,8.08,405.83,405.83,8.05,0,158.46,157.61,72,ROAD
bf59237f-3ed1-a946-0000-0000000025bd,Element,1,24.67,0.94,72.77,72.77,10.47,0,157.32,156.32,126,ROAD
bf59237f-3ed1-a946-0000-0000000025c1,Element,0.75,24.74,2.58,138.43,138.43,16.67,0,157.39,156.64,72,ROAD
bf59237f-3ed1-a946-0000-0000000025c2,Element,0.55,24.74,2.58,127.55,127.55,4.32,0,157.46,156.91,72,ROAD
bf59237f-3ed1-a946-0000-0000000025c3,Element,0.52,24.74,2.58,125.92,125.92,2.47,0,157.5,156.98,72,ROAD
bf59237f-3ed1-a946-0000-0000000025c4,Element,1.21,24.96,10.58,539.72,539.72,65.14,0,157.6,156.39,72,ROAD
bf59237f-3ed1-a946-0000-0000000025c5,Element,1.01,24.96,8.08,411.47,411.47,39.76,0,157.8,156.79,72,ROAD
bf59237f-3ed1-a946-0000-0000000025c6,Element,0.88,24.96,8.08,402.93,402.93,13.91,0,157.87,156.99,72,ROAD
bf59237f-3ed1-a946-0000-0000000025c7,Element,0.88,24.96,8.08,402.93,402.93,13.92,0,157.94,157.06,72,ROAD
bf59237f-3ed1-a946-0000-0000000025c8,Element,0.85,24.96,8.08,400.96,400.96,7.95,0,157.98,157.13,72,ROAD
bf59237f-3ed1-a946-0000-0000000025cd,Element,0.68,24.96,0.31,29.65,29.65,2.05,0,158.01,157.34,90,ROAD
bf59237f-3ed1-a946-0000-0000000025d1,Element,1.01,25.4,2.60,150.03,150.03,30.07,0,158.81,157.81,74,ROAD
bf59237f-3ed1-a946-0000-0000000025d2,Element,0.55,25.04,1.36,71.00,71.00,5.81,0,158.07,157.52,74,ROAD
bf59237f-3ed1-a946-0000-0000000025d3,Element,0.69,25.04,1.59,87.94,87.94,10.58,0,157.9,157.21,114,ROAD
bf59237f-3ed1-a946-0000-0000000025d7,Element,1.19,25.33,10.58,547.72,547.72,66.11,0,158.53,157.35,64,ROAD
bf59237f-3ed1-a946-0000-0000000025d8,Element,0.73,25.33,2.58,141.73,141.73,17.07,0,158.8,158.08,64,ROAD
